ApplicantID,DateOfApplication,Name,Department,Source,Stage,DaysInStage,StatusNextStage
1034,29-06-2025,Riya Thomas,Sales,Referral,Offered,5,Advanced
1034,04-07-2025,Riya Thomas,Sales,Referral,Hired,2,Hired
1035,21-02-2025,Amal Baby,Marketing,Company Website,Applications,2,Advanced
1035,23-02-2025,Amal Baby,Marketing,Company Website,Screening,9,Advanced
1035,04-03-2025,Amal Baby,Marketing,Company Website,Interviewed,6,Rejected
1036,26-05-2025,Carlos Mendoza,HR,Indeed,Applications,3,Advanced
1036,29-05-2025,Carlos Mendoza,HR,Indeed,Screening,9,Dropped
1037,05-01-2025,Maricel Cruz,Sales,Referral,Applications,9,Advanced
1037,14-01-2025,Maricel Cruz,Sales,Referral,Screening,2,Rejected
1038,01-03-2025,Josefina Santos,HR,Indeed,Applications,2,Dropped
1039,25-05-2025,Ahmed Al Suwaidi,HR,Indeed,Applications,10,Advanced
1039,04-06-2025,Ahmed Al Suwaidi,HR,Indeed,Screening,6,Advanced
1039,10-06-2025,Ahmed Al Suwaidi,HR,Indeed,Interviewed,5,Advanced
1039,15-06-2025,Ahmed Al Suwaidi,HR,Indeed,Offered,5,Hired
1040,05-08-2025,Salim Al Jaber,Engineering,Company Website,Applications,5,Advanced
1040,10-08-2025,Salim Al Jaber,Engineering,Company Website,Screening,6,Dropped
1041,15-08-2025,Amal Al Nuaimi,Finance,Job Fair,Applications,9,Dropped
1042,27-02-2025,Khalifa Al Mazrouei,Engineering,Referral,Applications,2,Rejected
1043,19-01-2025,Nawal Al Hashimi,Sales,Indeed,Applications,6,Advanced
1043,25-01-2025,Nawal Al Hashimi,Sales,Indeed,Screening,3,Advanced
1043,28-01-2025,Nawal Al Hashimi,Sales,Indeed,Interviewed,1,Advanced
1043,29-01-2025,Nawal Al Hashimi,Sales,Indeed,Offered,1,Hired
1044,22-02-2025,Saif Al Kaabi,Finance,Indeed,Applications,6,Dropped
1045,21-03-2025,Zainab Al Mazrouei,Sales,LinkedIn,Applications,4,Rejected
1046,13-01-2025,Abdul Latif,Marketing,Indeed,Applications,3,Dropped
1047,08-05-2025,Gladys Fernandez,Marketing,Job Fair,Applications,5,Advanced
1047,13-05-2025,Gladys Fernandez,Marketing,Job Fair,Screening,2,Advanced
1047,15-05-2025,Gladys Fernandez,Marketing,Job Fair,Interviewed,1,Rejected
1048,24-08-2025,Jose Alberto,Finance,Indeed,Applications,6,Advanced
1048,30-08-2025,Jose Alberto,Finance,Indeed,Screening,4,Advanced
1048,03-09-2025,Jose Alberto,Finance,Indeed,Interviewed,4,Advanced
1048,07-09-2025,Jose Alberto,Finance,Indeed,Offered,5,Hired
1049,18-09-2025,Arif Khan,HR,Job Fair,Applications,7,Advanced
1049,25-09-2025,Arif Khan,HR,Job Fair,Screening,9,Advanced
1049,04-10-2025,Arif Khan,HR,Job Fair,Interviewed,1,Advanced
1049,05-10-2025,Arif Khan,HR,Job Fair,Offered,5,Advanced
1049,10-10-2025,Arif Khan,HR,Job Fair,Hired,5,Hired
1050,11-08-2025,Samar Saleh,Engineering,Company Website,Applications,6,Dropped
1051,19-09-2025,Rani Philip,Marketing,Job Fair,Applications,2,Advanced
1051,21-09-2025,Rani Philip,Marketing,Job Fair,Screening,10,Advanced
1051,01-10-2025,Rani Philip,Marketing,Job Fair,Interviewed,1,Dropped
1052,11-04-2025,Jomy Sebastian,Sales,Company Website,Applications,6,Advanced
1052,17-04-2025,Jomy Sebastian,Sales,Company Website,Screening,6,Advanced
1052,23-04-2025,Jomy Sebastian,Sales,Company Website,Interviewed,2,Dropped
1053,08-06-2025,Liza George,Sales,Job Fair,Applications,7,Advanced
1053,15-06-2025,Liza George,Sales,Job Fair,Screening,5,Advanced
1053,20-06-2025,Liza George,Sales,Job Fair,Interviewed,4,Advanced
1053,24-06-2025,Liza George,Sales,Job Fair,Offered,7,Rejected
1054,04-06-2025,Anu Varghese,Sales,Indeed,Applications,7,Advanced
1054,11-06-2025,Anu Varghese,Sales,Indeed,Screening,1,Advanced
1054,12-06-2025,Anu Varghese,Sales,Indeed,Interviewed,4,Advanced
1054,16-06-2025,Anu Varghese,Sales,Indeed,Offered,10,Rejected
1055,15-08-2025,Mathew Thomas,Marketing,Job Fair,Applications,8,Advanced
1055,23-08-2025,Mathew Thomas,Marketing,Job Fair,Screening,9,Advanced
1055,01-09-2025,Mathew Thomas,Marketing,Job Fair,Interviewed,3,Advanced
1055,04-09-2025,Mathew Thomas,Marketing,Job Fair,Offered,5,Dropped
1056,17-02-2025,Ajith Kumar,HR,Referral,Applications,4,Advanced
1056,21-02-2025,Ajith Kumar,HR,Referral,Screening,4,Dropped
1057,24-01-2025,Cynthia Rodriguez,Engineering,Indeed,Applications,4,Rejected
1058,22-08-2025,Ahmed Al Hammadi,Engineering,Referral,Applications,7,Rejected
1059,16-07-2025,Noor Al Ameri,Finance,Referral,Applications,8,Advanced
1059,24-07-2025,Noor Al Ameri,Finance,Referral,Screening,3,Advanced
1059,27-07-2025,Noor Al Ameri,Finance,Referral,Interviewed,1,Rejected
1060,23-04-2025,Farhana Shaikh,Marketing,Company Website,Applications,3,Dropped
1061,26-01-2025,Fawziya Al Suwaidi,Marketing,Referral,Applications,9,Advanced
1061,04-02-2025,Fawziya Al Suwaidi,Marketing,Referral,Screening,2,Advanced
1061,06-02-2025,Fawziya Al Suwaidi,Marketing,Referral,Interviewed,8,Advanced
1061,14-02-2025,Fawziya Al Suwaidi,Marketing,Referral,Offered,9,Dropped
1062,16-09-2025,Emad Al Zaabi,Sales,LinkedIn,Applications,7,Dropped
1063,23-03-2025,Gloria Santos,Marketing,Referral,Applications,8,Advanced
1063,31-03-2025,Gloria Santos,Marketing,Referral,Screening,4,Dropped
1064,06-09-2025,Maria Dela Cruz,Sales,Job Fair,Applications,4,Advanced
1064,10-09-2025,Maria Dela Cruz,Sales,Job Fair,Screening,2,Dropped
1065,21-06-2025,Nathan Paul,HR,Indeed,Applications,6,Rejected
1066,19-03-2025,Sophia Samuel,Finance,Company Website,Applications,4,Advanced
1066,23-03-2025,Sophia Samuel,Finance,Company Website,Screening,3,Dropped
1067,28-07-2025,Joseph Abraham,Marketing,Company Website,Applications,6,Advanced
1067,03-08-2025,Joseph Abraham,Marketing,Company Website,Screening,7,Advanced
1067,10-08-2025,Joseph Abraham,Marketing,Company Website,Interviewed,7,Advanced
1067,17-08-2025,Joseph Abraham,Marketing,Company Website,Offered,10,Hired
1068,14-07-2025,Anjali Philip,Sales,Company Website,Applications,8,Advanced
1068,22-07-2025,Anjali Philip,Sales,Company Website,Screening,6,Advanced
1068,28-07-2025,Anjali Philip,Sales,Company Website,Interviewed,7,Rejected
1069,23-04-2025,Shaji Varghese,Sales,LinkedIn,Applications,8,Advanced
1069,01-05-2025,Shaji Varghese,Sales,LinkedIn,Screening,7,Advanced
1069,08-05-2025,Shaji Varghese,Sales,LinkedIn,Interviewed,7,Advanced
1069,15-05-2025,Shaji Varghese,Sales,LinkedIn,Offered,7,Hired
1070,14-01-2025,Amina Al Khalifa,Finance,LinkedIn,Applications,7,Advanced
1070,21-01-2025,Amina Al Khalifa,Finance,LinkedIn,Screening,1,Advanced
1070,22-01-2025,Amina Al Khalifa,Finance,LinkedIn,Interviewed,7,Advanced
1070,29-01-2025,Amina Al Khalifa,Finance,LinkedIn,Offered,8,Advanced
1070,06-02-2025,Amina Al Khalifa,Finance,LinkedIn,Hired,5,Hired
1071,19-04-2025,Dinesh Kumar,HR,LinkedIn,Applications,8,Advanced
1071,27-04-2025,Dinesh Kumar,HR,LinkedIn,Screening,7,Advanced
1071,04-05-2025,Dinesh Kumar,HR,LinkedIn,Interviewed,7,Advanced
1071,11-05-2025,Dinesh Kumar,HR,LinkedIn,Offered,2,Advanced
1071,13-05-2025,Dinesh Kumar,HR,LinkedIn,Hired,9,Hired
1072,25-04-2025,Fadi Al Sharif,HR,Company Website,Applications,2,Dropped
1073,07-05-2025,Iman Al Yousuf,Engineering,Company Website,Applications,4,Dropped
1074,03-05-2025,Malu Fernandez,Finance,Referral,Applications,3,Advanced
1074,06-05-2025,Malu Fernandez,Finance,Referral,Screening,2,Advanced
1074,08-05-2025,Malu Fernandez,Finance,Referral,Interviewed,4,Advanced
1074,12-05-2025,Malu Fernandez,Finance,Referral,Offered,5,Hired
1075,28-02-2025,James Philip,Sales,Indeed,Applications,3,Rejected
1076,14-01-2025,Roshni Thomas,Sales,Company Website,Applications,5,Advanced
1076,19-01-2025,Roshni Thomas,Sales,Company Website,Screening,7,Advanced
1076,26-01-2025,Roshni Thomas,Sales,Company Website,Interviewed,4,Advanced
1076,30-01-2025,Roshni Thomas,Sales,Company Website,Offered,4,Advanced
1076,03-02-2025,Roshni Thomas,Sales,Company Website,Hired,5,Hired
1077,22-01-2025,Nitin Joseph,Engineering,Referral,Applications,6,Advanced
1077,28-01-2025,Nitin Joseph,Engineering,Referral,Screening,6,Advanced
1077,03-02-2025,Nitin Joseph,Engineering,Referral,Interviewed,6,Advanced
1077,09-02-2025,Nitin Joseph,Engineering,Referral,Offered,7,Hired
1078,05-07-2025,Kareem Abdul,Marketing,Company Website,Applications,8,Dropped
1079,25-09-2025,Ayesha Al Maktoum,Finance,LinkedIn,Applications,5,Advanced
1079,30-09-2025,Ayesha Al Maktoum,Finance,LinkedIn,Screening,9,Dropped
1080,18-05-2025,Jofin Thomas,Marketing,LinkedIn,Applications,6,Rejected
1081,19-08-2025,Rebecca George,HR,Company Website,Applications,4,Dropped
1082,14-07-2025,Salman Al Kaabi,Sales,Referral,Applications,6,Advanced
1082,20-07-2025,Salman Al Kaabi,Sales,Referral,Screening,6,Advanced
1082,26-07-2025,Salman Al Kaabi,Sales,Referral,Interviewed,4,Advanced
1082,30-07-2025,Salman Al Kaabi,Sales,Referral,Offered,5,Advanced
1082,04-08-2025,Salman Al Kaabi,Sales,Referral,Hired,10,Hired
1083,06-01-2025,Nikhil Varghese,Sales,Job Fair,Applications,9,Rejected
1084,28-07-2025,Arun Philip,Finance,Company Website,Applications,8,Advanced
1084,05-08-2025,Arun Philip,Finance,Company Website,Screening,4,Advanced
1084,09-08-2025,Arun Philip,Finance,Company Website,Interviewed,8,Advanced
1084,17-08-2025,Arun Philip,Finance,Company Website,Offered,1,Advanced
1084,18-08-2025,Arun Philip,Finance,Company Website,Hired,4,Hired
1085,06-06-2025,Maryam Al Harbi,Finance,LinkedIn,Applications,10,Advanced
1085,16-06-2025,Maryam Al Harbi,Finance,LinkedIn,Screening,9,Advanced
1085,25-06-2025,Maryam Al Harbi,Finance,LinkedIn,Interviewed,7,Rejected
1086,30-06-2025,Najib Al Hamadi,HR,Referral,Applications,8,Advanced
1086,08-07-2025,Najib Al Hamadi,HR,Referral,Screening,5,Advanced
1086,13-07-2025,Najib Al Hamadi,HR,Referral,Interviewed,4,Advanced
1086,17-07-2025,Najib Al Hamadi,HR,Referral,Offered,9,Hired
1087,21-04-2025,Mark Johnson,Finance,Indeed,Applications,8,Advanced
1087,29-04-2025,Mark Johnson,Finance,Indeed,Screening,10,Rejected
1088,25-05-2025,Daniel Fernandez,Sales,Referral,Applications,2,Dropped
1089,04-07-2025,Anisha Thomas,Finance,Job Fair,Applications,3,Advanced
1089,07-07-2025,Anisha Thomas,Finance,Job Fair,Screening,9,Advanced
1089,16-07-2025,Anisha Thomas,Finance,Job Fair,Interviewed,1,Rejected
1090,06-03-2025,Simon Peter,HR,Referral,Applications,8,Advanced
1090,14-03-2025,Simon Peter,HR,Referral,Screening,1,Advanced
1090,15-03-2025,Simon Peter,HR,Referral,Interviewed,8,Advanced
1090,23-03-2025,Simon Peter,HR,Referral,Offered,6,Advanced
1090,29-03-2025,Simon Peter,HR,Referral,Hired,1,Hired
1091,28-02-2025,Yusuf Al Shehhi,Marketing,Job Fair,Applications,2,Advanced
1091,02-03-2025,Yusuf Al Shehhi,Marketing,Job Fair,Screening,2,Advanced
1091,04-03-2025,Yusuf Al Shehhi,Marketing,Job Fair,Interviewed,1,Advanced
1091,05-03-2025,Yusuf Al Shehhi,Marketing,Job Fair,Offered,10,Hired
1092,02-03-2025,Latifa Al Murshidi,Finance,Company Website,Applications,9,Dropped
1093,26-04-2025,Manuel Santos,Sales,Referral,Applications,9,Advanced
1093,05-05-2025,Manuel Santos,Sales,Referral,Screening,8,Advanced
1093,13-05-2025,Manuel Santos,Sales,Referral,Interviewed,10,Rejected
1094,31-01-2025,Vinod Kumar,Sales,Job Fair,Applications,10,Rejected
1095,19-04-2025,Shinu Varghese,Finance,Company Website,Applications,5,Advanced
1095,24-04-2025,Shinu Varghese,Finance,Company Website,Screening,3,Advanced
1095,27-04-2025,Shinu Varghese,Finance,Company Website,Interviewed,9,Advanced
1095,06-05-2025,Shinu Varghese,Finance,Company Website,Offered,1,Advanced
1095,07-05-2025,Shinu Varghese,Finance,Company Website,Hired,10,Hired
1096,17-01-2025,Noor Al Hashimi,HR,LinkedIn,Applications,4,Advanced
1096,21-01-2025,Noor Al Hashimi,HR,LinkedIn,Screening,5,Dropped
1097,30-04-2025,Andrew Fernandez,Engineering,LinkedIn,Applications,5,Dropped
1098,06-08-2025,Shibin Shilofer,Finance,Referral,Applications,2,Advanced
1098,08-08-2025,Shibin Shilofer,Finance,Referral,Screening,3,Rejected
1099,31-01-2025,Salahudheen Ayyubi,Engineering,Indeed,Applications,3,Dropped
1100,28-05-2025,Ray Harper,Sales,Referral,Applications,8,Advanced
1100,05-06-2025,Ray Harper,Sales,Referral,Screening,5,Advanced
1100,10-06-2025,Ray Harper,Sales,Referral,Interviewed,5,Advanced
1100,15-06-2025,Ray Harper,Sales,Referral,Offered,8,Advanced
1100,23-06-2025,Ray Harper,Sales,Referral,Hired,10,Hired
